Date,SBL,SBL_S,Price
3月11日,5655,5386,57.8
3月14日,5708,5464,57.4
3月15日,6162,5805,55.1
3月16日,6180,5842,55.8
3月17日,6533,5815,60.1
3月18日,6505,5996,63.2
3月21日,6406,6030,63.4
3月22日,7342,6062,64.5
3月23日,6442,6115,63.8
3月24日,6172,6093,64.2
3月25日,5727,5648,64.2
3月28日,5595,5518,63.6
3月29日,5416,5339,66.5
3月30日,5050,4973,65.1
3月31日,4417,4344,61.1
4月1日,4335,4265,61.3
4月6日,4399,4340,61.2
4月7日,4515,4456,60.2
4月8日,4575,4515,60.5
4月11日,5239,4617,59.3
4月12日,5284,4675,59
4月13日,5286,4697,58.8
4月14日,5010,4534,59.4
4月15日,5109,4783,59.4
4月18日,5627,5232,59.5
4月19日,5842,5453,58.8
4月20日,6109,5726,58.4
4月21日,6180,5845,64.2
4月22日,6696,6164,62.3
4月25日,6582,6192,60.1
4月26日,6672,6300,58.7
4月27日,6931,6646,58.3
4月28日,7489,6712,58
4月29日,7497,6770,57.9
5月3日,7821,7281,58.6
5月4日,7926,7535,58
5月5日,8011,7635,58.6
5月6日,7822,7496,58.1
5月9日,8160,7636,56.5
5月10日,8395,7943,55.5
5月11日,8506,7881,55.7
5月12日,8506,8104,56
5月13日,8573,8192,56.6
5月16日,8665,8296,56.8
5月17日,8714,8360,56.7
5月18日,8258,8082,57.5
5月19日,8248,8118,56.7
5月20日,8197,8067,57.1
5月23日,8180,8036,57.6
5月24日,8440,8075,56.8
5月25日,8421,8125,56.8
5月26日,8407,8121,57.2
5月27日,8398,8115,57.8
5月30日,8412,8115,57.9
5月31日,8394,8112,58.8
6月1日,8066,7874,57.9
6月2日,7838,7667,58.2
6月6日,7866,7695,57.2
6月7日,8456,7773,56.7
6月8日,8493,7846,56.5
6月9日,7959,7342,58.3
6月10日,7967,7479,58.1
6月13日,8148,7683,56.1
6月14日,8327,7866,55.9
6月15日,9270,7974,57.9
6月16日,9270,7976,60.6
6月17日,9278,8017,61
6月20日,9277,8057,59.4
6月21日,8251,8060,62
6月22日,7689,7626,61
6月23日,7621,7342,61
6月24日,7507,7250,67.1
6月27日,8099,7699,63.9
6月28日,8298,7800,57.8
6月29日,8258,8062,59.4
6月30日,8744,8653,56.2
7月1日,9201,9096,54.7
7月4日,9164,9079,51.9
7月5日,9320,9120,55.5
7月6日,9472,9312,53.7
7月7日,9495,9359,54
7月8日,8964,8845,53.5
7月11日,8954,8838,54.3
7月12日,8993,8877,52.7
7月13日,9162,9113,54
7月14日,9282,9089,54.5
7月15日,9001,8954,55
7月18日,8547,8452,52
7月19日,8577,8523,52.8
7月20日,9255,9014,54
7月21日,9730,9390,56
7月22日,9535,9390,57.3
7月25日,9741,9649,58.9
7月26日,9633,9541,58.5
7月27日,9081,9012,57.9
7月28日,8807,8737,58.5
7月29日,8272,8203,58.4
8月1日,8250,8180,57.3
8月2日,8077,8007,56.2
8月3日,7934,7835,55.3
8月4日,7317,6948,54.9
8月5日,7645,7108,55.5
8月8日,7601,7156,54
8月9日,7493,7125,53.6
8月10日,8083,7465,53
8月11日,8105,7505,53
8月12日,8493,8006,53.2
8月15日,8981,8361,53.4
8月16日,9326,8583,53.6
8月17日,9492,8886,53.2
8月18日,9432,8860,53.5
8月19日,9468,8989,55.6
8月22日,9515,9036,61.1
8月23日,9502,9023,67.2
8月24日,9722,9358,69.7
8月25日,9753,9389,70.3
8月26日,9050,8636,75.3
8月29日,9276,8549,73.5
8月30日,8526,7986,75
8月31日,7810,7697,78.3
9月1日,7783,7670,78.4
9月2日,8559,8021,78.2
9月5日,8444,8095,74.5
9月6日,8587,8218,74
9月7日,8599,8233,76.6
9月8日,7580,7443,78
9月12日,7411,7235,79.3
9月13日,6996,6840,77.9
9月14日,6749,6526,79
9月15日,7920,7706,75.5
9月16日,7969,7755,75
9月19日,9146,8284,73
9月20日,8792,7900,72
9月21日,8998,7782,71.3
9月22日,10114,9261,71.7
9月23日,10952,10162,71.7
9月26日,11605,10651,66.1
9月27日,11454,10256,67.9
9月28日,9974,9256,63.5
9月29日,9792,9082,67.4
9月30日,10030,9341,66.3
10月3日,11051,10363,62.2
10月4日,10143,9370,63.2
10月5日,10476,9560,64
10月6日,11191,10275,65.7
10月7日,11331,10071,64.5
10月11日,11767,10733,61.2
10月12日,11935,10938,61.9
10月13日,12568,11689,58.5
10月14日,13160,12154,60.3
10月17日,12015,11184,59.4
10月18日,10801,9978,58.3
10月19日,10266,9450,57.7
10月20日,10515,9699,56.9
10月21日,10817,10028,54.6
10月24日,9865,9076,54.5
10月25日,9755,8913,53.3
10月26日,10774,9411,53.6
10月27日,11013,10194,56
10月28日,11149,10241,53.7
10月31日,11389,10354,54.2
11月1日,11389,10445,55.5
11月2日,10833,9896,56.3
11月3日,10163,9236,56.7
11月4日,10230,9323,57
11月7日,10220,9402,57.6
11月8日,11008,9823,57.6
11月9日,11037,9726,58.1
11月10日,11040,10159,57.9
11月11日,11009,10168,59.4
11月14日,11605,10684,58.8
11月15日,11661,10755,58.7
11月16日,11620,10720,60.4
11月17日,11690,10808,60.8
11月18日,11647,10737,64.5
11月21日,11179,10374,66.6
11月22日,11953,11052,63.6
11月23日,11968,11096,69.9
11月24日,12672,11839,71
11月25日,12875,12069,69.2
11月28日,13118,12352,70.2
11月29日,12718,11958,68.4
11月30日,12287,11576,68.4
12月1日,12477,11651,69.4
12月2日,12783,11906,69.8
12月5日,12168,11330,70.1
12月6日,13128,12327,66.6
12月7日,13076,12279,66.8
12月8日,13958,12350,66
12月9日,13231,12458,65.5
12月12日,12829,12066,65
12月13日,11770,10971,64.7
12月14日,11590,10799,65.6
12月15日,11617,10787,63.8
12月16日,11258,10468,62.5
12月19日,11346,10585,63
12月20日,11808,10950,61
12月21日,11474,10615,62.1
12月22日,11869,11078,68.3
12月23日,13256,12180,66.8
12月26日,13516,12643,66.1
12月27日,12946,12146,66.2
12月28日,12897,12187,65.4
12月29日,13350,12677,62.4
12月30日,13356,12564,62.2
1月3日,13322,12491,62.1
1月4日,13234,12390,61.5
1月5日,14038,12732,61.3
1月6日,14382,13567,61.7
1月9日,14381,13665,63
1月10日,14512,13535,61.9
1月11日,14458,13750,62.5
1月12日,14520,13566,59.8
1月13日,14378,13584,60.3
1月16日,14396,13610,62.5
1月17日,14495,13714,62.5
1月30日,14469,13688,63.3
1月31日,14545,13765,66.3
2月1日,14334,13560,65.2
2月2日,13770,13001,66
2月3日,13396,12629,65.7
2月6日,13525,12364,66.5
2月7日,12952,12242,67.8
2月8日,13184,12376,68.6
2月9日,13522,12719,66.7
2月10日,13382,12577,67.4
2月13日,13369,12569,66.5
2月14日,13482,12690,65.7
2月15日,13530,12738,65.9
2月16日,13730,12937,67.1
2月17日,13761,13018,66.9
2月20日,13714,12717,67
2月21日,13805,12831,66.5
2月22日,14481,13329,65.5
2月23日,14693,13620,66
2月24日,15324,14301,64.8
3月1日,15261,14174,65
3月2日,15502,14232,66.7
3月3日,15374,14117,66.1
3月6日,15392,14260,66
3月7日,16121,15069,65.3
3月8日,16067,14993,65.1
3月9日,16142,14939,65.6
3月10日,17279,16038,63.7
3月13日,17271,16127,63
3月14日,17628,16218,62.3
3月15日,17785,16288,63
3月16日,18482,17124,61.6
3月17日,18416,17020,62.5
3月20日,18433,17059,63
3月21日,18443,17066,63.5
3月22日,18694,17038,63.9
3月23日,18712,17132,64.3
3月24日,18281,16914,66.1
3月27日,17695,16356,66.4
3月28日,16864,15532,65.3
3月29日,15899,14609,67
3月30日,15660,14413,67.2
3月31日,15103,13887,66.6
4月6日,14481,13626,67.5
4月7日,13573,12718,67.7
4月10日,12730,11889,65.5
4月11日,12562,11561,66
4月12日,11899,10911,67.2
4月13日,10858,10030,68
4月14日,10787,9940,66.7
4月17日,11393,10098,66.5
4月18日,12008,10606,66.6
4月19日,11411,10349,67.1
4月20日,11313,10352,65.3
4月21日,11005,10538,63.4
4月24日,11155,10614,63.4
4月25日,11691,11087,61.5
4月26日,11983,11208,61.2
4月27日,12441,11663,61.5
4月28日,12922,12078,62.7
5月2日,13000,12120,63.7
5月3日,13048,12168,63.1
5月4日,13056,12183,63.4
5月5日,13106,12244,62.5
5月8日,14090,12317,61.9
5月9日,14022,13205,61.5
5月10日,13602,12800,61.8
5月11日,13190,12250,60.8
5月12日,13655,12748,59.8
5月15日,14085,12996,60
5月16日,14199,13060,60.8
5月17日,14490,13219,60.3
5月18日,14799,13720,59.5
5月19日,15001,13988,59.2
5月22日,15816,14424,59.4
5月23日,15823,14557,59.9
5月24日,16264,15127,59.2
5月25日,16614,15602,58.4
5月26日,16405,15806,57.5
5月29日,16525,15925,58.1
5月30日,16593,16041,57.8
5月31日,16483,16104,59.1
6月1日,16491,16136,59.1
6月2日,17199,16748,60.1
6月5日,17088,16786,59.8
6月6日,17025,16825,60.4
6月7日,17100,16850,60.4
6月8日,17021,16773,59.5
6月9日,16951,16709,60.7
6月12日,16802,16569,60.8
6月13日,16539,16367,61.2
6月14日,16541,16361,61.4
6月15日,16441,16277,61.3
6月16日,16057,15903,57.5
6月19日,15813,15666,57.2
6月20日,15610,15455,57.4
6月21日,15766,15499,56.4
6月26日,16610,15609,57.5
6月27日,17110,16050,58.8
6月28日,17123,16064,58.3
6月29日,17022,15963,59.3
6月30日,17520,16312,57.8
7月3日,17563,16356,57.1
7月4日,17684,16428,56.8
7月5日,17646,16397,57
7月6日,17745,16515,56.3
7月7日,17629,16364,56.5
7月10日,17644,16380,57
7月11日,17212,16189,56.5
7月12日,17548,16517,55.5
7月13日,18128,17071,53.8
7月14日,18337,17326,54.1
7月17日,18356,17481,57.2
7月18日,18364,17632,55.6
7月19日,18434,17738,55.8
7月20日,18526,17859,55.6
7月21日,18513,17805,54.5
7月24日,18427,17762,54.1
7月25日,18660,17960,54.3
7月26日,19138,18318,53.4
7月27日,19096,18256,53.5
7月28日,19267,18506,53.1
7月31日,20347,18656,52.6
8月1日,20462,18585,52.6
8月2日,20607,18791,51.5
8月4日,20844,18865,52.7
8月7日,22492,19093,51.7
8月8日,21914,19169,51
8月9日,21802,19014,50.9
8月10日,21324,19150,50.7
8月11日,21935,19317,50.6
8月14日,22037,19576,47.3
8月15日,21984,19611,48.95
8月16日,21811,19508,49.5
8月17日,21456,19172,49.15
8月18日,21039,18776,48.5
8月21日,20950,18699,48.9
8月22日,20869,18632,48.15
8月23日,20458,18288,47.9
8月24日,20749,18332,47.8
8月25日,20617,18265,48.15
8月28日,20632,18280,48.1
8月29日,20480,18158,49.6
8月30日,20616,18295,51.1
8月31日,20878,18475,51.1
9月1日,20794,18486,50.7
9月4日,20823,18515,50.7
9月5日,20693,18385,49.4
9月6日,20583,18270,48.9
9月7日,20455,18150,48.9
9月8日,20273,17969,49.1
9月11日,20110,17806,49.45
9月12日,20094,17852,50.1
9月13日,20047,17737,50.5
9月14日,19828,17611,51.3
9月15日,19840,17631,51.7
9月18日,19546,17382,51.9
9月19日,19475,17320,50.3
9月20日,19396,17241,49.8
9月21日,19386,17231,49.15
9月22日,19214,17060,49.1
9月25日,19214,17131,49.35
9月26日,19150,17068,48.25
9月27日,19179,17079,48.7
9月28日,19174,17075,48.3
10月2日,19196,17135,48.5
10月3日,19148,17096,48.05
10月4日,19192,17128,48
10月5日,19068,17040,48.9
10月6日,18852,16934,49.05
10月11日,18930,16995,48.9
10月12日,18516,16604,48.75
10月13日,18443,16538,48.25
10月16日,18447,16542,49.6
10月17日,18466,16562,48.6
10月18日,18565,16351,47.9
10月19日,18830,16608,51.5
10月20日,18643,16746,49.9
10月23日,18783,16886,51.7
10月24日,18811,16898,52.7
10月25日,18979,17048,52.5
10月26日,19067,17156,51.9
10月27日,19708,17323,53.8
10月30日,20015,17875,52.4
10月31日,20149,18190,51.3
11月1日,20108,18188,50.8
11月2日,19566,17676,50.6
11月3日,19586,17709,50.1
11月6日,19779,17911,50.6
11月7日,20467,18622,55.6
11月8日,21011,19195,57.2
11月9日,22171,20378,56.1
11月10日,23544,21677,56.6
11月13日,25421,23227,55.2
11月14日,28542,25214,52.6
11月15日,28200,26351,52.6
11月16日,30271,27480,52.1
11月17日,29919,27948,51.4
11月20日,29985,28109,51.7
11月21日,30400,28244,52
11月22日,31880,28829,51.6
11月23日,31691,28785,52.5
11月24日,30348,28525,52.5
11月27日,30796,28698,52.5
11月28日,30595,28539,52
11月29日,30134,28078,52.5
11月30日,30202,28111,52.4
12月1日,30042,28007,52.3
12月4日,30135,28183,52.2
12月5日,30221,28271,50.9
